epid,country,first_name,last_name,birthdate,gender,eugroup,party
28161,Denmark,Margrete,AUKEN,06/01/1945,F,Verts/ALE,Socialistisk Folkeparti
28292,Spain,Inés,AYALA SENDER,28/03/1957,F,S&D,Partido Socialista Obrero Español
28114,Ireland,Liam,AYLWARD,27/09/1952,M,ALDE,Fianna Fáil Party
4319,Spain,Pilar,AYUSO,16/06/1942,F,PPE,Partido Popular
96937,Netherlands,Johannes Cornelis van,BAALEN,17/06/1960,M,ALDE,Volkspartij voor Vrijheid en Democratie
97293,Luxembourg,Georges,BACH,12/06/1955,M,PPE,Parti chrétien social luxembourgeois
28342,Spain,Maria,BADIA i CUTCHET,13/05/1947,F,S&D,Partit dels Socialistes de Catalunya
23813,Hungary,Zoltán,BAGÓ,10/01/1975,M,PPE,Fidesz-Magyar Polgári Szövetség-Keresztény Demokrata Néppárt
96680,Lithuania,Zigmantas,BALČYTIS,16/11/1953,M,S&D,Lietuvos socialdemokratų partija
96757,Italy,Raffaele,BALDASSARRE,23/09/1956,M,PPE,Forza Italia
96979,Italy,Francesca,BALZANI,31/10/1966,F,S&D,Partito Democratico
21818,Italy,Paolo,BARTOLOZZI,12/09/1957,M,PPE,Forza Italia
23866,Slovakia,Edit,BAUER,30/08/1946,F,PPE,Strana mad'arskej komunity- Magyar Közösség Pártja
4507,Netherlands,Bastiaan,BELDER,25/10/1946,M,EFD,Staatkundig Gereformeerde Partij
28257,Belgium,Ivo,BELET,07/06/1959,M,PPE,Christen-Democratisch & Vlaams
28214,France,Jean-Luc,BENNAHMIAS,02/12/1954,M,ALDE,Mouvement Démocrate
1985,France,Pervenche,BERÈS,10/03/1957,F,S&D,Parti socialiste
4746,Italy,Sergio,BERLATO,27/07/1959,M,PPE,Forza Italia
97156,Italy,Luigi,BERLINGUER,25/07/1932,M,S&D,Partito Democratico
28174,Netherlands,Thijs,BERMAN,26/09/1957,M,S&D,Partij van de Arbeid
23788,Poland,Adam,BIELAN,12/09/1974,M,ECR,Polska Razem Jarosława Gowina
38610,Bulgaria,Slavi,BINEV,10/12/1965,M,EFD,"People for Real, Open and United Democracy / Conservative Party for Democracy and Success"
28513,United Kingdom,Godfrey,BLOOM,22/11/1949,M,NA/NI,United Kingdom Independence Party
39722,Romania,Sebastian Valentin,BODU,07/12/1970,M,PPE,Partidul Democrat-Liberal
1037,Germany,Reimer,BÖGE,18/12/1951,M,PPE,Christlich Demokratische Union Deutschlands
29074,Italy,Vito,BONSIGNORE,03/07/1943,M,PPE,Nuovo Centrodestra
21817,Italy,Mario,BORGHEZIO,03/12/1947,M,NA/NI,Lega Nord
96916,Italy,Rita,BORSELLINO,02/06/1945,F,S&D,Partito Democratico
39711,Romania,Victor,BOŞTINARU,17/05/1952,M,S&D,Partidul Social Democrat
33570,United Kingdom,Sharon,BOWLES,12/06/1953,F,ALDE,Liberal Democrats Party
4540,United Kingdom,Philip,BRADBOURN,09/08/1951,M,ECR,Conservative Party
111126,Poland,Arkadiusz Tomasz,BRATKOWSKI,13/05/1959,M,PPE,Polskie Stronnictwo Ludowe
28354,Czech Republic,Jan,BŘEZINA,14/04/1954,M,PPE,-
1263,Germany,Elmar,BROK,14/05/1946,M,PPE,Christlich Demokratische Union Deutschlands
96716,Czech Republic,Zuzana,BRZOBOHATÁ,11/07/1962,F,S&D,Česká strana sociálně demokratická
4267,Germany,Udo,BULLMANN,08/06/1956,M,S&D,Sozialdemokratische Partei Deutschlands
28269,Poland,Jerzy,BUZEK,03/07/1940,M,PPE,Platforma Obywatelska
96849,France,Alain,CADEC,21/06/1953,M,PPE,Union pour un Mouvement Populaire
4536,United Kingdom,Martin,CALLANAN,08/08/1961,M,ECR,Conservative Party
96754,Netherlands,Wim van de,CAMP,27/07/1953,M,PPE,Christen Democratisch Appèl
96733,Italy,Antonio,CANCIAN,02/07/1951,M,PPE,Nuovo Centrodestra
96867,Portugal,Maria Da Graça,CARVALHO,09/04/1955,F,PPE,Partido Social Democrata
28122,Malta,David,CASA,16/11/1968,M,PPE,Partit Nazzjonalista
4532,United Kingdom,Michael,CASHMAN,17/12/1950,M,S&D,Labour Party
988,Italy,Carlo,CASINI,04/03/1935,M,PPE,Unione dei Democratici cristiani e dei Democratici di Centro
28219,Germany,Daniel,CASPARY,04/04/1976,M,PPE,Christlich Demokratische Union Deutschlands
28148,France,Françoise,CASTEX,07/02/1956,F,S&D,Parti socialiste
28206,France,Jean-Marie,CAVADA,24/02/1940,M,PPE,Nouveau Centre
4337,Spain,Alejandro,CERCAS,25/05/1949,M,S&D,Partido Socialista Obrero Español
28243,Germany,Jorgo,CHATZIMARKAKIS,21/04/1966,M,ALDE,Freie Demokratische Partei
2097,United Kingdom,Giles,CHICHESTER,29/07/1946,M,ECR,Conservative Party
28154,Denmark,Ole,CHRISTENSEN,07/05/1955,M,S&D,Socialdemokratiet
24030,Belgium,Philip,CLAEYS,24/05/1965,M,NA/NI,Vlaams Belang
1202,France,Yves,COCHET,15/02/1946,M,Verts/ALE,Europe Écologie
1892,Portugal,Carlos,COELHO,20/05/1960,M,PPE,Partido Social Democrata
1934,France,Daniel,COHN-BENDIT,04/04/1945,M,Verts/ALE,Europe Écologie
2315,France,Jean Louis,COTTIGNY,12/09/1950,M,S&D,Parti socialiste
96880,Italy,Andrea,COZZOLINO,03/08/1962,M,S&D,Partito Democratico
28238,Germany,Michael,CRAMER,16/06/1949,M,Verts/ALE,Bündnis 90/Die Grünen
96873,Germany,Jürgen,CREUTZMANN,04/10/1945,M,ALDE,Freie Demokratische Partei
2109,Ireland,Brian,CROWLEY,04/03/1964,M,ALDE,Fianna Fáil Party
96856,Romania,George Sabin,CUTAŞ,23/02/1968,M,S&D,Partidul Social Democrat + Partidul Conservator
97125,Belgium,Frédéric,DAERDEN,11/01/1970,M,S&D,Parti Socialiste
96809,Netherlands,Peter van,DALEN,03/09/1958,M,ECR,ChristenUnie
95281,Romania,Vasilica Viorica,DĂNCILĂ,16/12/1963,F,S&D,Partidul Social Democrat
4342,France,Joseph,DAUL,13/04/1947,M,PPE,Union pour un Mouvement Populaire
96973,Portugal,Mário,DAVID,20/08/1953,M,PPE,Partido Social Democrata
4554,United Kingdom,Chris,DAVIES,07/07/1954,M,ALDE,Liberal Democrats Party
96887,Italy,Francesco,DE ANGELIS,04/10/1959,M,S&D,Partito Democratico
96891,Italy,Paolo,DE CASTRO,02/02/1958,M,S&D,Partito Democratico
22097,Belgium,Véronique,DE KEYSER,23/03/1945,F,S&D,Parti Socialiste
1746,Italy,Luigi Ciriaco,DE MITA,02/02/1928,M,PPE,Unione dei Democratici cristiani e dei Democratici di Centro
4335,France,Marielle de,SARNEZ,27/03/1951,F,ALDE,Mouvement Démocrate
4318,France,Harlem,DÉSIR,25/11/1959,M,S&D,Parti socialiste
28228,Germany,Albert,DESS,17/04/1947,M,PPE,Christlich-Soziale Union in Bayern e.V.
4347,France,Christine,DE VEYRAC,06/11/1959,F,PPE,Union des Démocrates et Indépendants
28397,Spain,Agustín,DÍAZ DE MERA GARCÍA CONSUEGRA,27/09/1947,M,PPE,Partido Popular
4514,United Kingdom,Andrew,DUFF,25/12/1950,M,ALDE,Liberal Democrats Party
96639,Belgium,Isabelle,DURANT,04/09/1954,F,Verts/ALE,Ecologistes Confédérés pour l'Organisation de Luttes Originales
28226,Germany,Christian,EHLER,17/08/1963,M,PPE,Christlich Demokratische Union Deutschlands
25718,Belgium,Saïd,EL KHADRAOUI,09/04/1975,M,S&D,Socialistische Partij.Anders
1419,United Kingdom,James,ELLES,03/09/1949,M,ECR,Conservative Party
96876,Luxembourg,Frank,ENGEL,10/05/1975,M,PPE,Parti chrétien social luxembourgeois
97133,Belgium,Derk Jan,EPPINK,07/11/1958,M,ECR,Lijst Dedecker
28310,Portugal,Edite,ESTRELA,28/10/1949,F,S&D,Partido Socialista
4550,United Kingdom,Jill,EVANS,08/05/1959,F,Verts/ALE,Plaid Cymru - Party of Wales
23695,Czech Republic,Hynek,FAJMON,17/05/1968,M,ECR,Občanská demokratická strana
96911,Slovenia,Tanja,FAJON,09/05/1971,F,S&D,Socialni demokrati
4525,United Kingdom,Nigel,FARAGE,03/04/1964,M,EFD,United Kingdom Independence Party
4265,Sweden,Göran,FÄRM,17/10/1949,M,S&D,Arbetarepartiet- Socialdemokraterna
1917,Germany,Markus,FERBER,15/01/1965,M,PPE,Christlich-Soziale Union in Bayern e.V.
28308,Portugal,Elisa,FERREIRA,17/10/1955,F,S&D,Partido Socialista
96706,Portugal,João,FERREIRA,20/11/1978,M,GUE/NGL,Partido Comunista Português
96810,Italy,Carlo,FIDANZA,21/09/1976,M,PPE,Fratelli d'Italia - Centrodestra Nazionale
96729,Spain,Santiago,FISAS AYXELA,29/08/1948,M,PPE,Partido Popular
23868,Slovakia,Monika,FLAŠÍKOVÁ BEŇOVÁ,15/08/1968,F,S&D,SMER-Sociálna demokracia
4385,France,Hélène,FLAUTRE,29/07/1958,F,Verts/ALE,Europe Écologie
96840,Germany,Knut,FLECKENSTEIN,20/12/1953,M,S&D,Sozialdemokratische Partei Deutschlands
1038,Germany,Karl-Heinz,FLORENZ,22/10/1947,M,PPE,Christlich Demokratische Union Deutschlands
1993,Spain,Carmen,FRAGA ESTÉVEZ,19/10/1948,F,PPE,Partido Popular
2341,Germany,Michael,GAHLER,22/04/1960,M,PPE,Christlich Demokratische Union Deutschlands
2125,Ireland,Pat the Cope,GALLAGHER,10/03/1948,M,ALDE,Fianna Fáil Party
102886,Hungary,Ildikó,GÁLL-PELCZ,02/05/1962,F,PPE,Fidesz-Magyar Polgári Szövetség-Keresztény Demokrata Néppárt
28298,Spain,Iratxe,GARCÍA PÉREZ,07/10/1974,F,S&D,Partido Socialista Obrero Español
4562,Italy,Giuseppe,GARGANI,23/04/1935,M,PPE,Popolari per l’Europa
1665,Spain,Salvador,GARRIGA POLLEDO,06/08/1957,M,PPE,Partido Popular
28193,France,Jean-Paul,GAUZÈS,01/10/1947,M,PPE,Union pour un Mouvement Populaire
1913,Germany,Evelyne,GEBHARDT,19/01/1954,F,S&D,Sozialdemokratische Partei Deutschlands
28377,Poland,Lidia Joanna,GERINGER de OEDENBERG,12/09/1957,F,S&D,Sojusz Lewicy Demokratycznej
1431,Greece,Marietta,GIANNAKOU,05/06/1951,F,PPE,Nea Demokratia
28379,Poland,Adam,GIEREK,17/04/1938,M,S&D,Unia Pracy
1902,Germany,Norbert,GLANTE,08/08/1952,M,S&D,Sozialdemokratische Partei Deutschlands
28145,Hungary,Béla,GLATTFELDER,04/05/1967,M,PPE,Fidesz-Magyar Polgári Szövetség-Keresztény Demokrata Néppárt
4429,Luxembourg,Robert,GOEBBELS,03/04/1944,M,S&D,Parti ouvrier socialiste luxembourgeois
840,Luxembourg,Charles,GOERENS,06/02/1952,M,ALDE,Parti démocratique
1164,France,Bruno,GOLLNISCH,28/01/1950,M,NA/NI,Front national
28306,Portugal,Ana,GOMES,09/02/1954,F,S&D,Partido Socialista
96832,Hungary,Kinga,GÖNCZ,08/11/1947,F,S&D,Magyar Szocialista Párt
28393,Spain,Luis de,GRANDES PASCUAL,27/01/1945,M,PPE,Partido Popular
28220,Germany,Ingeborg,GRÄSSLE,02/03/1961,F,PPE,Christlich Demokratische Union Deutschlands
28208,France,Nathalie,GRIESBECK,24/05/1956,F,ALDE,Mouvement Démocrate
96751,United Kingdom,Nick,GRIFFIN,01/03/1959,M,NA/NI,British National Party
34728,Germany,Matthias,GROOTE,21/10/1973,M,S&D,Sozialdemokratische Partei Deutschlands
2247,Belgium,Mathieu,GROSCH,14/09/1950,M,PPE,Christlich Soziale Partei
2025,France,Françoise,GROSSETÊTE,17/05/1946,F,PPE,Union pour un Mouvement Populaire
4326,Spain,Cristina,GUTIÉRREZ-CORTINES,17/12/1939,F,PPE,Partido Popular
23816,Hungary,András,GYÜRK,02/12/1972,M,PPE,Fidesz-Magyar Polgári Szövetség-Keresztény Demokrata Néppárt
28477,United Kingdom,Fiona,HALL,15/07/1955,F,ALDE,Liberal Democrats Party
96851,Germany,Thomas,HÄNDEL,27/08/1953,M,GUE/NGL,DIE LINKE.
28275,Poland,Małgorzata,HANDZLIK,01/01/1965,F,PPE,Platforma Obywatelska
96707,Hungary,Ágnes,HANKISS,07/03/1950,F,PPE,Fidesz-Magyar Polgári Szövetség-Keresztény Demokrata Néppárt
4555,United Kingdom,Daniel,HANNAN,01/09/1971,M,ECR,Conservative Party
4538,United Kingdom,Malcolm,HARBOUR,19/02/1947,M,ECR,Conservative Party
28116,Ireland,Marian,HARKIN,26/11/1953,F,ALDE,-
103132,Netherlands,Lucas,HARTONG,24/05/1963,M,NA/NI,Partij voor de Vrijheid
1914,Germany,Jutta,HAUG,08/10/1951,F,S&D,Sozialdemokratische Partei Deutschlands
96752,Germany,Martin,HÄUSLING,26/03/1961,M,Verts/ALE,Bündnis 90/Die Grünen
28131,Sweden,Anna,HEDH,18/03/1967,F,S&D,Arbetarepartiet- Socialdemokraterna
4516,United Kingdom,Roger,HELMER,25/01/1944,M,EFD,United Kingdom Independence Party
28155,Hungary,Edit,HERCZOG,05/05/1961,F,S&D,Magyar Szocialista Párt
22418,Spain,Esther,HERRANZ GARCÍA,03/07/1969,F,PPE,Partido Popular
28117,Ireland,Jim,HIGGINS,04/05/1945,M,PPE,Fine Gael Party
28124,Sweden,Gunnar,HÖKMARK,19/09/1952,M,PPE,Moderata Samlingspartiet
5846,United Kingdom,Mary,HONEYBALL,12/11/1952,F,S&D,Labour Party
5565,France,Brice,HORTEFEUX,11/05/1958,M,PPE,Union pour un Mouvement Populaire
2073,United Kingdom,Richard,HOWITT,05/04/1961,M,S&D,Labour Party
2338,United Kingdom,Ian,HUDGHTON,19/09/1951,M,Verts/ALE,Scottish National Party
1407,United Kingdom,Stephen,HUGHES,19/08/1952,M,S&D,Labour Party
34249,Bulgaria,Filiz Hakaeva,HYUSMENOVA,10/06/1966,F,ALDE,Movement for Rights and Freedoms
28125,Sweden,Anna,IBRISAGIC,23/05/1967,F,PPE,Moderata Samlingspartiet
38605,Bulgaria,Iliana Malinova,IOTOVA,24/10/1964,F,S&D,Coalition for Bulgaria
97130,Italy,Vincenzo,IOVINE,28/12/1955,M,S&D,Partito Democratico
28398,Spain,Carlos José,ITURGAIZ ANGULO,20/10/1965,M,PPE,Partido Popular
96857,Romania,Cătălin Sorin,IVAN,23/12/1978,M,S&D,Partidul Social Democrat
96740,France,Yannick,JADOT,27/07/1967,M,Verts/ALE,Europe Écologie
96772,Germany,Peter,JAHR,24/04/1959,M,PPE,Christlich Demokratische Union Deutschlands
96806,Spain,Teresa,JIMÉNEZ-BECERRIL BARRIO,24/07/1961,F,PPE,Partido Popular
96837,Germany,Petra,KAMMEREVERT,01/06/1966,F,S&D,Sozialdemokratische Partei Deutschlands
28506,United Kingdom,Mike,NATTRASS,14/12/1945,M,NA/NI,An Independence Party
28295,Spain,Antolín,SÁNCHEZ PRESEDO,05/04/1955,M,S&D,Partido Socialista Obrero Español
114840,Cyprus,Sophocles,SOPHOCLEOUS,07/08/1962,M,S&D,Movement for Social Democracy EDEK
96855,Hungary,Csanád,SZEGEDI,22/09/1982,M,NA/NI,Jobbik Magyarországért Mozgalom
96958,United Kingdom,William (The Earl of),DARTMOUTH,23/09/1949,M,EFD,United Kingdom Independence Party
30475,Lithuania,Justina,VITKAUSKAITE BERNARD,11/01/1978,F,ALDE,Darbo partija
112014,United Kingdom,Phil,BENNION,07/10/1954,M,ALDE,Liberal Democrats Party
96674,Sweden,Anna Maria,CORAZZA BILDT,10/03/1963,F,PPE,Moderata Samlingspartiet
37524,Bulgaria,Marusya,LYUBCHEVA,20/07/1949,F,S&D,Coalition for Bulgaria
119435,Croatia,Davor Ivo,STIER,06/01/1972,M,PPE,Hrvatska demokratska zajednica
118999,Italy,Franco,FRIGO,13/08/1950,M,S&D,Partito Democratico
110984,Malta,Joseph,CUSCHIERI,20/02/1968,M,S&D,Partit Laburista
96699,France,Jean-Paul,BESSET,17/08/1946,M,Verts/ALE,Europe Écologie
28372,Poland,Ryszard,CZARNECKI,25/01/1963,M,ECR,Prawo i Sprawiedliwość
28150,Hungary,Kinga,GÁL,06/09/1970,F,PPE,Fidesz-Magyar Polgári Szövetség-Keresztény Demokrata Néppárt
103488,Spain,Sergio,GUTIÉRREZ PRIETO,11/07/1982,M,S&D,Partido Socialista Obrero Español
119875,Spain,Iñaki,IRAZABALBEITIA FERNÁNDEZ,01/08/1957,M,Verts/ALE,Aralar
28291,Slovenia,Romana,JORDAN,08/01/1966,F,PPE,Slovenska demokratska stranka
38613,Bulgaria,Metin,KAZAK,29/07/1972,M,ALDE,Movement for Rights and Freedoms
96882,Austria,Elisabeth,KÖSTINGER,22/11/1978,F,PPE,Österreichische Volkspartei
122404,Denmark,Claus,LARSEN-JENSEN,09/05/1953,M,S&D,Socialdemokratiet
120478,Germany,Martina,MICHELS,01/12/1955,F,GUE/NGL,DIE LINKE.
118858,Malta,Marlene,MIZZI,24/12/1954,F,S&D,Partit Laburista
112744,Croatia,Tonino,PICULA,31/08/1961,M,S&D,Socijaldemokratska partija Hrvatske
28404,Italy,Matteo,SALVINI,09/03/1973,M,EFD,Lega Nord
96718,Czech Republic,Olga,SEHNALOVÁ,25/10/1968,F,S&D,Česká strana sociálně demokratická
122317,Poland,Tadeusz,ROSS,14/03/1938,M,PPE,Platforma Obywatelska
118860,Malta,Claudette,ABELA BALDACCHINO,17/02/1973,F,S&D,Partit Laburista
122885,Denmark,Rina Ronja,KARI,15/02/1985,F,GUE/NGL,Folkebevægelsen mod EU
28141,Hungary,Lívia,JÁRÓKA,06/10/1974,F,PPE,Fidesz-Magyar Polgári Szövetség-Keresztény Demokrata Néppárt
96782,Poland,Sidonia Elżbieta,JĘDRZEJEWSKA,05/11/1975,F,PPE,Platforma Obywatelska
4271,Germany,Elisabeth,JEGGLE,21/07/1947,F,PPE,Christlich Demokratische Union Deutschlands
4440,Denmark,Anne,E. JENSEN,17/08/1951,F,ALDE,"Venstre, Danmarks Liberale Parti"
96748,Netherlands,Cornelis de,JONG,22/05/1955,M,GUE/NGL,Socialistische Partij
28156,Denmark,Dan,JØRGENSEN,12/06/1975,M,S&D,Socialdemokratiet
96884,France,Philippe,JUVIN,01/02/1964,M,PPE,Union pour un Mouvement Populaire
23691,Slovenia,Jelko,KACIN,26/11/1955,M,ALDE,Liberalna Demokracija Slovenije
97014,Austria,Karin,KADENBACH,19/04/1958,F,S&D,Sozialdemokratische Partei Österreichs
96771,Poland,Jarosław,KALINOWSKI,12/04/1962,M,PPE,Polskie Stronnictwo Ludowe
96934,Latvia,Sandra,KALNIETE,22/12/1952,F,PPE,Vienotība
33569,United Kingdom,Syed,KAMALL,15/02/1967,M,ECR,Conservative Party
23792,Poland,Michał Tomasz,KAMIŃSKI,28/03/1972,M,ECR,Niezależny
28481,United Kingdom,Sajjad,KARIM,11/07/1970,M,ECR,Conservative Party
25919,Germany,Martin,KASTLER,18/06/1974,M,PPE,Christlich-Soziale Union in Bayern e.V.
96737,France,Nicole,KIIL-NIELSEN,21/08/1949,F,Verts/ALE,Europe Écologie
34231,Bulgaria,Evgeni,KIRILOV,26/01/1945,M,S&D,Coalition for Bulgaria
4542,United Kingdom,Timothy,KIRKHOPE,29/04/1945,M,ECR,Conservative Party
1929,Germany,Christa,KLASS,07/11/1951,F,PPE,Christlich Demokratische Union Deutschlands
23413,Slovenia,Mojca,KLEVA KEKUŠ,30/03/1976,F,S&D,Socialni demokrati
28244,Germany,Wolf,KLINZ,13/09/1941,M,ALDE,Freie Demokratische Partei
1852,Germany,Dieter-Lebrecht,KOCH,07/01/1953,M,PPE,Christlich Demokratische Union Deutschlands
28241,Germany,Silvana,KOCH-MEHRIN,17/11/1970,F,ALDE,Freie Demokratische Partei
28331,Czech Republic,Jaromír,KOHLÍČEK,23/02/1953,M,GUE/NGL,Komunistická strana Čech a Moravy
96785,Poland,Lena,KOLARSKA-BOBIŃSKA,03/12/1947,F,PPE,Platforma Obywatelska
39319,Greece,Maria Eleni,KOPPA,01/03/1963,F,S&D,Panhellenic Socialist Movement
4260,Finland,Eija-Riitta,KORHOLA,15/06/1959,F,PPE,Kansallinen Kokoomus
96829,Hungary,Ádám,KÓSA,01/07/1975,M,PPE,Fidesz-Magyar Polgári Szövetség-Keresztény Demokrata Néppárt
96793,Poland,Paweł Robert,KOWAL,22/07/1975,M,ECR,Polska Razem Jarosława Gowina
23873,Slovakia,Sergej,KOZLÍK,27/07/1950,M,ALDE,Ľudová strana - Hnutie za demokratické Slovensko
101954,Poland,Jan,KOZŁOWSKI,01/01/1946,M,PPE,Platforma Obywatelska
28247,Germany,Holger,KRAHMER,16/10/1970,M,ALDE,Freie Demokratische Partei
4482,Greece,Rodi,KRATSA-TSAGAROPOULOU,15/04/1953,F,PPE,Nea Demokratia
1854,Germany,Constanze Angela,KREHL,14/10/1956,F,S&D,Sozialdemokratische Partei Deutschlands
1935,Germany,Wolfgang,KREISSL-DÖRFLER,01/12/1950,M,S&D,Sozialdemokratische Partei Deutschlands
96767,Germany,Werner,KUHN,19/05/1955,M,PPE,Christlich Demokratische Union Deutschlands
1204,France,Alain,LAMASSOURE,10/02/1944,M,PPE,Union pour un Mouvement Populaire
4531,United Kingdom,Jean,LAMBERT,01/06/1950,F,Verts/ALE,Green Party
28242,Germany,Alexander Graf,LAMBSDORFF,05/11/1966,M,ALDE,Freie Demokratische Partei
23746,Lithuania,Vytautas,LANDSBERGIS,18/10/1932,M,PPE,Tėvynės sąjunga - Lietuvos krikščionys demokratai
1909,Germany,Bernd,LANGE,14/11/1955,M,S&D,Sozialdemokratische Partei Deutschlands
38398,Netherlands,Esther de,LANGE,19/02/1975,F,PPE,Christen Democratisch Appèl
1928,Germany,Werner,LANGEN,27/11/1949,M,PPE,Christlich Demokratische Union Deutschlands
96816,Italy,Giovanni,LA VIA,28/06/1963,M,PPE,Nuovo Centrodestra
96796,Poland,Ryszard Antoni,LEGUTKO,24/12/1949,M,ECR,Prawo i Sprawiedliwość
2224,Germany,Klaus-Heiner,LEHNE,28/10/1957,M,PPE,Christlich Demokratische Union Deutschlands
28251,Austria,Jörg,LEICHTFRIED,18/06/1967,M,S&D,Sozialdemokratische Partei Österreichs
4262,Germany,Jo,LEINEN,06/04/1948,M,S&D,Sozialdemokratische Partei Deutschlands
97076,France,Corinne,LEPAGE,11/05/1951,F,ALDE,Citoyenneté Action Participation pour le 21ème siècle
1023,France,Jean-Marie,LE PEN,20/06/1928,M,NA/NI,Front national
28210,France,Marine,LE PEN,05/08/1968,F,NA/NI,Front national
23768,Poland,Bogusław,LIBERADZKI,12/09/1948,M,S&D,Sojusz Lewicy Demokratycznej
28253,Austria,Eva,LICHTENBERGER,01/07/1954,F,Verts/ALE,Die Grünen - Die Grüne Alternative
1927,Germany,Peter,LIESE,20/05/1965,M,PPE,Christlich Demokratische Union Deutschlands
28182,Netherlands,Kartika Tamara,LIOTARD,26/06/1971,F,GUE/NGL,Onafhankelijk lid
96788,Poland,Krzysztof,LISEK,28/05/1967,M,PPE,Platforma Obywatelska
28399,Spain,Antonio,LÓPEZ-ISTÚRIZ WHITE,01/04/1970,M,PPE,Partido Popular
4529,United Kingdom,Baroness Sarah,LUDFORD,14/03/1951,F,ALDE,Liberal Democrats Party
96791,Poland,Elżbieta Katarzyna,ŁUKACIJEWSKA,25/11/1966,F,PPE,Platforma Obywatelska
1186,Luxembourg,Astrid,LULLING,11/06/1929,F,PPE,Parti chrétien social luxembourgeois
2327,United Kingdom,Linda,McAVAN,02/12/1962,F,S&D,Labour Party
2173,United Kingdom,Arlene,McCARTHY,10/10/1960,F,S&D,Labour Party
96919,United Kingdom,Emma,McCLARKIN,09/10/1978,F,ECR,Conservative Party
28115,Ireland,Mairead,McGUINNESS,13/06/1959,F,PPE,Fine Gael Party
1405,United Kingdom,Edward,McMILLAN-SCOTT,15/08/1949,M,ALDE,Liberal Democrats Party
4560,Netherlands,Toine,MANDERS,14/03/1956,M,ALDE,Volkspartij voor Vrijheid en Democratie
28192,Slovakia,Vladimír,MAŇKA,19/09/1959,M,S&D,SMER-Sociálna demokracia
1922,Germany,Thomas,MANN,28/01/1946,M,PPE,Christlich Demokratische Union Deutschlands
33982,Romania,Marian-Jean,MARINESCU,11/08/1952,M,PPE,Partidul Democrat-Liberal
1403,United Kingdom,David,MARTIN,26/08/1954,M,S&D,Labour Party
4238,Austria,Hans-Peter,MARTIN,11/08/1957,M,NA/NI,"Liste ""Dr. Martin - für Demokratie, Kontrolle, Gerechtigkeit"""
4346,Spain,Miguel Angel,MARTÍNEZ MARTÍNEZ,30/01/1940,M,S&D,Partido Socialista Obrero Español
28338,Spain,Antonio,MASIP HIDALGO,03/05/1946,M,S&D,Partido Socialista Obrero Español
23704,Czech Republic,Jiří,MAŠTÁLKA,03/01/1956,M,GUE/NGL,Komunistická strana Čech a Moravy
4412,France,Véronique,MATHIEU HOUILLON,28/10/1955,F,PPE,Union pour un Mouvement Populaire
95017,Romania,Iosif,MATULA,23/08/1958,M,PPE,Partidul Democrat-Liberal
4275,Germany,Hans-Peter,MAYER,05/05/1944,M,PPE,Christlich Demokratische Union Deutschlands
28362,Spain,Jaime,MAYOR OREJA,12/07/1951,M,PPE,Partido Popular
39916,Slovenia,Zofija,MAZEJ KUKOVIČ,14/05/1955,F,PPE,Slovenska demokratska stranka
96817,Italy,Erminia,MAZZONI,28/04/1965,F,PPE,Nuovo Centrodestra
96870,Germany,Gesine,MEISSNER,22/02/1952,F,ALDE,Freie Demokratische Partei
96742,France,Jean-Luc,MÉLENCHON,19/08/1951,M,GUE/NGL,Front de gauche pour changer d’Europe
96978,Portugal,Nuno,MELO,18/03/1966,M,PPE,Partido Popular
4348,Spain,Emilio,MENÉNDEZ del VALLE,20/06/1945,M,S&D,Partido Socialista Obrero Español
96910,Netherlands,Judith,A. MERKIES,28/09/1966,F,S&D,Partij van de Arbeid
28407,Spain,Willy,MEYER,19/08/1952,M,GUE/NGL,Izquierda Unida
96670,Belgium,Louis,MICHEL,02/09/1947,M,ALDE,Mouvement Réformateur
28178,Slovakia,Miroslav,MIKOLÁŠIK,11/09/1952,M,PPE,Kresťanskodemokratické hnutie
28400,Spain,Francisco José,MILLÁN MON,08/03/1955,M,PPE,Partido Popular
28112,Ireland,Gay,MITCHELL,30/12/1951,M,PPE,Fine Gael Party
4519,United Kingdom,Claude,MORAES,22/10/1965,M,S&D,Labour Party
96930,Portugal,Vital,MOREIRA,08/11/1944,M,S&D,Partido Socialista
38596,France,Elisabeth,MORIN-CHARTIER,10/10/1947,F,PPE,Union pour un Mouvement Populaire
96661,Hungary,Krisztina,MORVAI,22/06/1963,F,NA/NI,Jobbik Magyarországért Mozgalom
1965,Netherlands,Jan,MULDER,03/10/1943,M,ALDE,Volkspartij voor Vrijheid en Democratie
1073,Italy,Cristiana,MUSCARDINI,06/11/1948,F,ECR,Conservatori e Social Riformatori
5537,Spain,Juan Andrés,NARANJO ESCOBAR,04/01/1952,M,PPE,Partido Popular
96653,Slovakia,Katarína,NEVEĎALOVÁ,10/11/1982,F,S&D,SMER-Sociálna demokracia
1394,United Kingdom,Bill,NEWTON DUNN,03/10/1941,M,ALDE,Liberal Democrats Party
1946,Belgium,Annemie,NEYTS-UYTTEBROECK,17/06/1944,F,ALDE,Open Vlaamse Liberalen en Democraten
1318,United Kingdom,James,NICHOLSON,29/01/1945,M,ECR,Ulster Conservatives and Unionists-New Force
39714,Romania,Rareş-Lucian,NICULESCU,29/08/1976,M,PPE,Partidul Democrat-Liberal
4289,Germany,Angelika,NIEBLER,18/02/1963,F,PPE,Christlich-Soziale Union in Bayern e.V.
