epid,firstname,lastname,active,start,end,birthdate,country,gender,eugroup,party,email,twitter,term,voteid,ep2024
197716,Jane,BROPHY,1,2019-07-02,2020-01-31,,gb,,Renew,Liberal Democrats,,,9,7104,
197715,David,BULL,1,2019-07-02,2020-01-31,,gb,,NI,The Brexit Party,,,9,7103,
197714,Ellie,CHOWNS,1,2019-07-02,2020-01-31,,gb,,Greens/EFA,Green Party,,,9,7102,
197712,Henrik,OVERGAARD NIELSEN,1,2019-07-02,2020-01-31,,gb,,NI,The Brexit Party,,,9,7100,
197711,Dolors,MONTSERRAT,1,2019-07-02,,1973-09-18,es,,EPP,Partido Popular,,,9,7099,1r4
197710,Alexandra Louise Rosenfield,PHILLIPS,1,2019-07-02,2020-01-31,1985-07-09,gb,,Greens/EFA,Green Party,,,9,7098,
197709,Robert,ROOS,1,2019-07-02,,1966-08-02,nl,,ECR,Independent,,,9,7097,
197708,Claire,FOX,1,2019-07-02,2020-01-31,,gb,,NI,The Brexit Party,,,9,7096,
197705,John David Edward,TENNANT,1,2019-07-02,2020-01-31,,gb,,NI,The Brexit Party,,,9,7093,
197704,Brian,MONTEITH,1,2019-07-02,2020-01-31,,gb,,NI,The Brexit Party,,,9,7092,
197703,Lance,FORMAN,1,2019-07-02,2020-01-31,,gb,,ECR,The Brexit Party,,,9,7091,
197702,Lina,GÁLVEZ MUÑOZ,1,2019-07-02,,1969-09-13,es,,S&D,Partido Socialista Obrero Español,,,9,7090,0mq
197701,Konstantinos,ARVANITIS,1,2019-07-02,,1964-06-09,gr,,GUE/NGL,Coalition of the Radical Left,,,9,7089,ghh
197700,Luisa,PORRITT,1,2019-07-02,2020-01-31,,gb,,Renew,Liberal Democrats,,,9,7088,
197699,Elena,KOUNTOURA,1,2019-07-02,,1962-11-02,gr,,GUE/NGL,Coalition of the Radical Left,,,9,7087,hpx
197698,Pierre,LARROUTUROU,1,2019-07-02,,1964-10-19,fr,,S&D,Nouvelle Donne,,,9,7086,28qd
197697,Aurore,LALUCQ,1,2019-07-02,,1979-04-17,fr,,S&D,Place publique,,,9,7085,yq6
197696,Scott,AINSLIE,1,2019-07-02,2020-01-31,,gb,,Greens/EFA,Green Party,,,9,7084,
197695,Anna-Michelle,ASIMAKOPOULOU,1,2019-07-02,,1967-03-27,gr,,EPP,Nea Demokratia,,,9,7083,
197694,Raphaël,GLUCKSMANN,1,2019-07-02,,1979-10-15,fr,,S&D,Place publique,,,9,7082,8n2
197693,Dinesh,DHAMIJA,1,2019-07-02,2020-01-31,,gb,,Renew,Liberal Democrats,,,9,7081,
197692,Stelios,KYMPOUROPOULOS,1,2019-07-02,,1985-07-09,gr,,EPP,Nea Demokratia,,,9,7080,4q3
197691,Mathilde,ANDROUËT,1,2019-07-02,,1984-07-03,fr,,ID,Rassemblement national,,,9,7079,nhf
197690,André,ROUGÉ,1,2019-07-02,,1961-12-23,fr,,ID,Rassemblement national,,,9,7078,5sj
197687,Philippe,OLIVIER,1,2019-07-02,,1961-08-30,fr,,ID,Rassemblement national,,,9,7075,8rh
197686,Julie,LECHANTEUX,1,2019-07-02,2022-07-28,1977-12-22,fr,,ID,Rassemblement national,,,9,7074,
197684,Pernando,BARRENA ARZA,1,2019-07-02,2022-09-02,1965-11-01,es,,GUE/NGL,EH BILDU,,,9,7072,
197683,Gilbert,COLLARD,1,2019-07-02,,1948-02-03,fr,,NA,Divers droite,,,9,7071,
197682,Hannes,HEIDE,1,2019-07-02,,1966-10-17,at,,S&D,Sozialdemokratische Partei Österreichs,,,9,7070,znq
197681,Sira,REGO,1,2019-07-02,2023-11-20,1973-11-20,es,,GUE/NGL,Izquierda Unida,,,9,7069,
197680,Aurélia,BEIGNEUX,1,2019-07-02,,1980-06-02,fr,,ID,Rassemblement national,,,9,7068,phx
197679,Isabel,BENJUMEA BENJUMEA,1,2019-07-02,,1982-09-05,es,,EPP,Partido Popular,,,9,7067,
197678,Bettina,VOLLATH,1,2019-07-02,2022-10-09,1962-10-29,at,,S&D,Sozialdemokratische Partei Österreichs,,,9,7066,
197677,Günther,SIDL,1,2019-07-02,,1975-03-19,at,,S&D,Sozialdemokratische Partei Österreichs,,,9,7065,csy
197675,Sarah,WIENER,1,2019-07-02,,1962-08-27,at,,Greens/EFA,Die Grünen - Die Grüne Alternative,,,9,7064,
197672,Eugen,TOMAC,1,2019-07-02,,1981-06-27,ro,,EPP,Partidul Mișcarea Populară,,,9,7061,wtp
197671,Traian,BĂSESCU,1,2019-07-02,,1951-11-04,ro,,EPP,Partidul Mișcarea Populară,,,9,7060,
197670,Andreas,SCHIEDER,1,2019-07-02,,1969-04-16,at,,S&D,Sozialdemokratische Partei Österreichs,,,9,7059,pst
197668,Vlad-Marius,BOTOŞ,1,2019-07-02,,1986-06-15,ro,,Renew,Uniunea Salvați România,,,9,7057,2jq
197667,Barbara,THALER,1,2019-07-02,,1982-02-16,at,,EPP,Österreichische Volkspartei,,,9,7056,
197665,Dragoş,TUDORACHE,1,2019-07-02,,1975-01-14,ro,,Renew,Reînnoim Proiectul European al României,,,9,7054,
197664,Clotilde,ARMAND,1,2019-07-02,2020-11-03,1973-06-28,ro,,Renew,Uniunea Salvați România,,,9,7053,
197663,Dragoş,PÎSLARU,1,2019-07-02,,1976-03-23,ro,,Renew,Reînnoim Proiectul European al României,,,9,7052,dry
197662,Vangelis,MEIMARAKIS,1,2019-07-02,,1953-12-14,gr,,EPP,Nea Demokratia,,,9,7051,gqx
197661,Cristian,GHINEA,1,2019-07-02,2020-12-22,1977-07-20,ro,,Renew,USR-PLUS,,,9,7050,
197658,Adrian-Dragoş,BENEA,1,2019-07-02,,1975-12-18,ro,,S&D,Partidul Social Democrat,,,9,7047,
197657,Tudor,CIUHODARU,1,2019-07-02,,1969-01-16,ro,,NA,Alianța pentru Unirea Românilor,,,9,7046,
197656,Simone,SCHMIEDTBAUER,1,2019-07-02,2023-10-16,1974-06-08,at,,EPP,Österreichische Volkspartei,,,9,7045,
197655,Cristian,TERHEŞ,1,2019-07-02,,1978-12-04,ro,,ECR,Partidului Național Conservator Român (PNCR),,,9,7044,
197654,Ciarán,CUFFE,1,2019-07-02,,1963-04-03,ie,,Greens/EFA,Green Party,,,9,7043,1kq
197653,Claudiu,MANDA,1,2019-07-02,,1975-12-20,ro,,S&D,Partidul Social Democrat,,,9,7042,1qn
197652,Angelika,WINZIG,1,2019-07-02,,1963-05-09,at,,EPP,Österreichische Volkspartei,,,9,7041,1uk
197651,Carmen,AVRAM,1,2019-07-02,,1966-05-08,ro,,S&D,Partidul Social Democrat,,,9,7040,
197650,Isabel,SANTOS,1,2019-07-02,,1968-02-12,pt,,S&D,Partido Socialista,,,9,7039,
197649,Gheorghe,FALCĂ,1,2019-07-02,,1967-01-22,ro,,EPP,Partidul Naţional Liberal,,,9,7038,vm9
197648,Alexander,BERNHUBER,1,2019-07-02,,1992-05-18,at,,EPP,Österreichische Volkspartei,,,9,7037,1j7
197647,Dan-Ştefan,MOTREANU,1,2019-07-02,,1970-09-11,ro,,EPP,Partidul Naţional Liberal,,,9,7036,xr6
197646,Mircea-Gheorghe,HAVA,1,2019-07-02,,1956-12-26,ro,,EPP,Partidul Naţional Liberal,,,9,7035,3nn
197645,Francisco,GUERREIRO,1,2019-07-02,,1984-09-12,pt,,Greens/EFA,Independente,,,9,7034,
197644,Christian,ALLARD,1,2019-07-02,2020-01-31,,gb,,Greens/EFA,Scottish National Party,,,9,7033,
197643,Karoline,EDTSTADLER,1,2019-07-02,2020-01-06,,at,,EPP,Österreichische Volkspartei,,,9,7032,
197642,Ben,HABIB,1,2019-07-02,2020-01-31,,gb,,NI,The Brexit Party,,,9,7031,
197641,Sara,CERDAS,1,2019-07-02,,1989-03-23,pt,,S&D,Partido Socialista,,,9,7030,
197638,Margarida,MARQUES,1,2019-07-02,,1954-02-03,pt,,S&D,Partido Socialista,,,9,7027,
197637,Vasile,BLAGA,1,2019-07-02,,1956-07-26,ro,,EPP,Partidul Naţional Liberal,,,9,7026,pje
197636,Ioan-Rareş,BOGDAN,1,2019-07-02,,1974-09-17,ro,,EPP,Partidul Naţional Liberal,,,9,7025,djj
197635,Maria-Manuel,LEITÃO-MARQUES,1,2019-07-02,,1952-08-23,pt,,S&D,Partido Socialista,,,9,7024,
197634,Pedro,MARQUES,1,2019-07-02,,1976-08-01,pt,,S&D,Partido Socialista,,,9,7023,
197632,Claudia,GAMON,1,2019-07-02,,1988-12-23,at,,Renew,NEOS – Das Neue Österreich,,,9,7022,
197631,Dacian,CIOLOŞ,1,2019-07-02,,1969-07-27,ro,,Renew,Reînnoim Proiectul European al României,,,9,7021,hkg
197629,Maxette,PIRBAKAS,1,2019-07-02,,1975-04-14,fr,,NA,Indépendant,,,9,7020,hrw
197628,Jean-Paul,GARRAUD,1,2019-07-02,,1956-02-27,fr,,ID,Rassemblement national,,,9,7018,qmv
197627,Virginie,JORON,1,2019-07-02,,1973-12-11,fr,,ID,Rassemblement national,,,9,7017,3p4
197626,Hervé,JUVIN,1,2019-07-02,,1956-01-29,fr,,NA,Indépendant,,,9,7016,
197625,Irina,VON WIESE,1,2019-07-02,2020-01-31,,gb,,Renew,Liberal Democrats,,,9,7015,
197624,Ivars,IJABS,1,2019-07-02,,1972-11-17,lv,,Renew,Attīstībai/Par!,,,9,7014,enz
197623,Thierry,MARIANI,1,2019-07-02,,1958-08-08,fr,,ID,Rassemblement national,,,9,7013,zqp
197621,Juan Ignacio,ZOIDO ÁLVAREZ,1,2019-07-02,,1957-01-21,es,,EPP,Partido Popular,,,9,7012,guv
197620,Matthew,PATTEN,1,2019-07-02,2020-01-31,,gb,,NI,The Brexit Party,,,9,7011,
197619,Sabrina,PIGNEDOLI,1,2019-07-02,,1983-10-24,it,,NA,Movimento 5 Stelle,,,9,7010,nru
197618,Elisabetta,GUALMINI,1,2019-07-02,,1968-05-17,it,,S&D,Partito Democratico,,,9,7009,snb
197617,Carlo,CALENDA,1,2019-07-02,2022-10-12,1973-04-09,it,,Renew,Azione,,,9,7008,
197616,Rosanna,CONTE,1,2019-07-02,,1968-04-17,it,,ID,Lega,,,9,7007,
197615,Jérôme,RIVIÈRE,1,2019-07-02,,1964-07-08,fr,,NA,Indépendant,,,9,7006,
197614,Marco,DREOSTO,1,2019-07-02,2022-10-12,1969-03-18,it,,ID,Lega,,,9,7005,
197613,Gina,DOWDING,1,2019-07-02,2020-01-31,,gb,,Greens/EFA,Green Party,,,9,7004,
197612,Annunziata Mary,REES-MOGG,1,2019-07-02,2020-01-31,,gb,,ECR,The Brexit Party,,,9,7003,
197611,Elena,LIZZI,1,2019-07-02,,1967-10-30,it,,ID,Lega,,,9,7002,
197610,Alessandra,BASSO,1,2019-07-02,,1967-03-14,it,,ID,Lega,,,9,7001,
197608,Gianantonio,DA RE,1,2019-07-02,,1953-09-06,it,,ID,Lega,,,9,6999,
197607,Pietro,FIOCCHI,1,2019-07-02,,1964-05-22,it,,ECR,FRATELLI D' ITALIA,,,9,6998,
197606,Javier,ZARZALEJOS,1,2019-07-02,,1960-06-06,es,,EPP,Partido Popular,,,9,6997,
197604,Lucy,NETHSINGHA,1,2019-07-02,2020-01-31,,gb,,Renew,Liberal Democrats,,,9,6996,
197603,June Alison,MUMMERY,1,2019-07-02,2020-01-31,,gb,,NI,The Brexit Party,,,9,6995,
197602,Catherine,ROWETT,1,2019-07-02,2020-01-31,,gb,,Greens/EFA,Green Party,,,9,6994,
197601,Michael,HEAVER,1,2019-07-02,2020-01-31,,gb,,NI,The Brexit Party,,,9,6993,
197600,Barbara Ann,GIBSON,1,2019-07-02,2020-01-31,,gb,,Renew,Liberal Democrats,,,9,6992,
197599,Richard,TICE,1,2019-07-02,2020-01-31,,gb,,NI,The Brexit Party,,,9,6991,
197597,Hélène,LAPORTE,1,2019-07-02,2022-07-28,1978-12-29,fr,,ID,Rassemblement national,,,9,6990,
197596,Teuvo,HAKKARAINEN,1,2019-07-02,,1960-04-12,fi,,ECR,Perussuomalaiset,,,9,6989,
197595,Anna Júlia,DONÁTH,1,2019-07-02,,1987-04-06,hu,,Renew,Momentum,,,9,6987,9m2
197594,Laura,HUHTASAARI,1,2019-07-02,2023-04-11,1979-03-30,fi,,NI,Perussuomalaiset,,,9,6986,
197593,Véronique,TRILLET-LENOIR,1,2019-07-02,2023-08-09,1957-06-12,fr,,Renew,Liste Renaissance,,,9,6985,
197592,Pierfrancesco,MAJORINO,1,2019-07-02,2023-04-04,1973-05-14,it,,S&D,Partito Democratico,,,9,6984,
197591,Irene,TINAGLI,1,2019-07-02,,1974-04-16,it,,S&D,Partito Democratico,,,9,6983,4tj
197590,Giuliano,PISAPIA,1,2019-07-02,,1949-05-20,it,,S&D,Independent,,,9,6982,
197589,Laurence,FARRENG,1,2019-07-02,,1966-09-06,fr,,Renew,Mouvement Démocrate,,,9,6980,tmb
197588,Katalin,CSEH,1,2019-07-02,,1988-06-29,hu,,Renew,Momentum,,,9,6978,3kp
197587,Attila,ARA-KOVÁCS,1,2019-07-02,,1953-01-14,hu,,S&D,Demokratikus Koalíció,,,9,6977,
197586,Stefania,ZAMBELLI,1,2019-07-02,,1971-04-06,it,,EPP,Forza Italia,,,9,6976,pus
197585,Pierre,KARLESKIND,1,2019-07-02,,1979-10-19,fr,,Renew,La République en marche,,,9,6975,jpe
197584,Sándor,RÓNAI,1,2019-07-02,,1988-11-22,hu,,S&D,Demokratikus Koalíció,,,9,6974,hsd
197582,Gianna,GANCIA,1,2019-07-02,,1972-12-31,it,,ID,Lega,,,9,6972,
197581,Stéphanie,YON-COURTIN,1,2019-07-02,,1974-03-28,fr,,Renew,Liste Renaissance,,,9,6971,tuq
197580,Isabella,TOVAGLIERI,1,2019-07-02,,1987-06-25,it,,ID,Lega,,,9,6970,
197579,Klára,DOBREV,1,2019-07-02,,1972-02-02,hu,,S&D,Demokratikus Koalíció,,,9,6969,em0
197578,Silvia,SARDONE,1,2019-07-02,,1982-12-25,it,,ID,Lega,,,9,6968,
197577,Gilles,BOYER,1,2019-07-02,,1971-07-04,fr,,Renew,Horizons,,,9,6967,0jr
197576,Sylvie,BRUNET,1,2019-07-02,,1959-03-12,fr,,Renew,Mouvement Démocrate,,,9,6966,njx
197574,Damien,CARÊME,1,2019-07-02,,1960-11-16,fr,,Greens/EFA,Europe Écologie,,,9,6964,6k4
197573,Kira Marie,PETER-HANSEN,1,2019-07-02,,1998-02-23,dk,,Greens/EFA,Socialistisk Folkeparti,,,9,6963,qrt
197572,Anna,ZALEWSKA,1,2019-07-02,,1965-07-06,pl,,ECR,Prawo i Sprawiedliwość,,,9,6962,rur
197571,Nikolaj,VILLUMSEN,1,2019-07-02,,1983-02-28,dk,,GUE/NGL,Enhedslisten,,,9,6961,
197570,Peter,KOFOD,1,2019-07-02,2022-11-14,1990-02-27,dk,,ID,Dansk Folkeparti,,,9,6960,
197567,Karen,MELCHIOR,1,2019-07-02,,1980-10-15,dk,,Renew,Independent,,,9,6957,
197566,Witold Jan,WASZCZYKOWSKI,1,2019-07-02,,1957-05-05,pl,,ECR,Prawo i Sprawiedliwość,,,9,6956,
197564,Hynek,BLAŠKO,1,2019-07-02,,1955-07-15,cz,,NA,Aliance národních sil,,,9,6954,mjf
197563,Mauri,PEKKARINEN,1,2019-07-02,,1947-10-06,fi,,Renew,Suomen Keskusta,,,9,6953,
197559,Grzegorz,TOBISZOWSKI,1,2019-07-02,,1965-11-01,pl,,ECR,Prawo i Sprawiedliwość,,,9,6952,
197558,Asger,CHRISTENSEN,1,2019-07-02,,1958-01-08,dk,,Renew,"Venstre, Danmarks Liberale Parti",,,9,6951,nke
197557,Christophe,GRUDLER,1,2019-07-02,,1965-04-09,fr,,Renew,Mouvement Démocrate,,,9,6950,wn8
197556,Ivan,DAVID,1,2019-07-02,,1952-09-24,cz,,ID,Svoboda a přímá demokracie,,,9,6949,tku
197555,Søren,GADE,1,2019-07-02,2022-11-14,1963-01-27,dk,,Renew,"Venstre, Danmarks Liberale Parti",,,9,6948,
197554,Luis,GARICANO,1,2019-07-02,2022-09-01,1967-04-10,es,,Renew,Ciudadanos – Partido de la Ciudadanía,,,9,6947,
197553,Beata,SZYDŁO,1,2019-07-02,,1963-04-15,pl,,ECR,Prawo i Sprawiedliwość,,,9,6946,jtc
197552,Veronika,VRECIONOVÁ,1,2019-07-02,,1965-09-08,cz,,ECR,Občanská demokratická strana,,,9,6945,qu8
197551,Stéphane,BIJOUX,1,2019-07-02,,1970-10-08,fr,,Renew,La République en marche,,,9,6944,xj9
197550,Sylwia,SPUREK,1,2019-07-02,,1976-01-29,pl,,Greens/EFA,Independent,,,9,6943,
197549,Markéta,GREGOROVÁ,1,2019-07-02,,1993-01-14,cz,,Greens/EFA,PIRÁTI,,,9,6942,0n6
197548,Radosław,SIKORSKI,1,2019-07-02,2023-12-12,1963-02-23,pl,,EPP,Platforma Obywatelska,,,9,6941,
197547,Irène,TOLLERET,1,2019-07-02,,1967-08-17,fr,,Renew,Liste Renaissance,,,9,6940,ytn
197546,Marcel,KOLAJA,1,2019-07-02,,1980-06-29,cz,,Greens/EFA,PIRÁTI,,,9,6939,ypq
197545,Bogdan,RZOŃCA,1,2019-07-02,,1961-02-01,pl,,ECR,Prawo i Sprawiedliwość,,,9,6938,zsn
197544,Elżbieta,RAFALSKA,1,2019-07-02,,1955-06-22,pl,,ECR,Prawo i Sprawiedliwość,,,9,6937,0s4
197543,Bernard,GUETTA,1,2019-07-02,,1951-01-28,fr,,Renew,Liste Renaissance,,,9,6936,nnd
197542,Janina,OCHOJSKA,1,2019-07-02,,1955-03-12,pl,,EPP,Independent,,,9,6935,
197541,Andżelika Anna,MOŻDŻANOWSKA,1,2019-07-02,,1975-03-20,pl,,ECR,Prawo i Sprawiedliwość,,,9,6934,
197540,Leszek,MILLER,1,2019-07-02,,1946-07-03,pl,,S&D,Independent,,,9,6933,
197539,Mikuláš,PEKSA,1,2019-07-02,,1986-06-18,cz,,Greens/EFA,PIRÁTI,,,9,6932,0rn
197538,Beata,MAZUREK,1,2019-07-02,,1967-10-19,pl,,ECR,Prawo i Sprawiedliwość,,,9,6931,
197537,Alexandr,VONDRA,1,2019-07-02,,1961-08-17,cz,,ECR,Občanská demokratická strana,,,9,6930,uu6
197536,Nathalie,COLIN-OESTERLÉ,1,2019-07-02,,1965-05-05,fr,,EPP,Les centristes,,,9,6929,ckj
197535,Agnès,EVREN,1,2019-07-02,2023-09-23,1970-12-27,fr,,EPP,Les Républicains,,,9,6928,
197534,François-Xavier,BELLAMY,1,2019-07-02,,1985-10-11,fr,,EPP,Les Républicains,,,9,6927,jhz
197533,Manon,AUBRY,1,2019-07-02,,1989-12-22,fr,,GUE/NGL,La France Insoumise,,,9,6926,chk
197532,Elżbieta,KRUK,1,2019-07-02,,1959-11-19,pl,,ECR,Prawo i Sprawiedliwość,,,9,6925,
197531,Gwendoline,DELBOS-CORFIELD,1,2019-07-02,,1977-03-08,fr,,Greens/EFA,Europe Écologie,,,9,6924,pkw
197530,Joanna,KOPCIŃSKA,1,2019-07-02,,1967-01-02,pl,,ECR,Prawo i Sprawiedliwość,,,9,6923,
197529,Leila,CHAIBI,1,2019-07-02,,1982-10-05,fr,,GUE/NGL,La France Insoumise,,,9,6922,ukb
197528,Ondřej,KNOTEK,1,2019-07-02,,1984-08-31,cz,,Renew,ANO 2011,,,9,6921,4pm
197527,Anne-Sophie,PELLETIER,1,2019-07-02,,1976-02-05,fr,,GUE/NGL,La France Insoumise,,,9,6920,
197526,Martin,HLAVÁČEK,1,2019-07-02,,1980-01-14,cz,,Renew,ANO 2011,,,9,6919,rnu
197525,Ewa,KOPACZ,1,2019-07-02,,1956-12-03,pl,,EPP,Platforma Obywatelska,,,9,6918,qpu
197523,Łukasz,KOHUT,1,2019-07-02,,1982-09-10,pl,,S&D,Nowa Lewica,,,9,6916,z6yv
197522,Radka,MAXOVÁ,1,2019-07-02,,1968-12-02,cz,,S&D,Independent,,,9,6915,
197521,Manuel,BOMPARD,1,2019-07-02,2022-07-28,1986-03-30,fr,,GUE/NGL,La France Insoumise,,,9,6914,
197520,Izabela-Helena,KLOC,1,2019-07-02,,1963-05-08,pl,,ECR,Prawo i Sprawiedliwość,,,9,6913,
197519,Beata,KEMPA,1,2019-07-02,,1966-02-11,pl,,ECR,Sovereign Poland,,,9,6912,bph
197518,Krzysztof,JURGIEL,1,2019-07-02,,1953-11-18,pl,,ECR,Prawo i Sprawiedliwość,,,9,6911,
197517,Adam,JARUBAS,1,2019-07-02,,1974-12-17,pl,,EPP,Polskie Stronnictwo Ludowe,,,9,6910,5p3
197516,Patryk,JAKI,1,2019-07-02,,1985-05-11,pl,,ECR,Solidarna Polska Zbigniewa Ziobro,,,9,6909,7p2
197515,Pernille,WEISS,1,2019-07-02,,1968-03-12,dk,,EPP,Det Konservative Folkeparti,,,9,6908,
197514,Andrzej,HALICKI,1,2019-07-02,,1961-11-26,pl,,EPP,Platforma Obywatelska,,,9,6907,7nk
197513,Tomasz,FRANKOWSKI,1,2019-07-02,,1974-08-16,pl,,EPP,Platforma Obywatelska,,,9,6906,dmh
197512,Benoît,BITEAU,1,2019-07-02,,1967-04-07,fr,,Greens/EFA,Europe Écologie,,,9,6905,rjd
197511,Salima,YENBOU,1,2019-07-02,,1971-03-14,fr,,Renew,Renaissance,,,9,6904,xun
197510,Jarosław,DUDA,1,2019-07-02,,1964-04-29,pl,,EPP,Platforma Obywatelska,,,9,6903,5m4
197508,Stéphane,SÉJOURNÉ,1,2019-07-02,2024-01-11,1985-03-26,fr,,Renew,La République en marche,,,9,6902,p16j
197507,Włodzimierz,CIMOSZEWICZ,1,2019-07-02,,1950-09-13,pl,,S&D,Sojusz Lewicy Demokratycznej - Unia Pracy,,,9,6901,j73g
197506,Caroline,ROOSE,1,2019-07-02,,1968-11-10,fr,,Greens/EFA,Europe Écologie,,,9,6900,54sx
197505,Catherine,CHABAUD,1,2019-07-02,,1962-11-29,fr,,Renew,Mouvement Démocrate,,,9,6899,wk9
197504,Jérémy,DECERLE,1,2019-07-02,,1984-07-01,fr,,Renew,Liste L'Europe Ensemble,,,9,6898,rkv
197503,David,CORMAND,1,2019-07-02,,1974-11-30,fr,,Greens/EFA,Europe Écologie,,,9,6897,5kn
197502,Marie-Pierre,VEDRENNE,1,2019-07-02,,1982-12-13,fr,,Renew,Mouvement Démocrate,,,9,6896,6u0
197501,Joachim Stanisław,BRUDZIŃSKI,1,2019-07-02,,1968-02-04,pl,,ECR,Prawo i Sprawiedliwość,,,9,6895,
197500,Mounir,SATOURI,1,2019-07-02,,1975-05-25,fr,,Greens/EFA,Europe Écologie,,,9,6893,rss
197499,Chrysoula,ZACHAROPOULOU,1,2019-07-02,2022-05-19,1976-05-07,fr,,Renew,La République en marche,,,9,6892,
197498,Robert,BIEDROŃ,1,2019-07-02,,1976-04-13,pl,,S&D,Nowa Lewica,,,9,6891,
197497,Sven,MIKSER,1,2019-07-02,,1973-11-08,ee,,S&D,Sotsiaaldemokraatlik Erakond,,,9,6890,9r0
197496,Marek,BELKA,1,2019-07-02,,1952-01-09,pl,,S&D,Nowa Lewica,,,9,6889,mhy
197495,Marek Paweł,BALT,1,2019-07-02,,1973-04-08,pl,,S&D,Nowa Lewica,,,9,6888,
197494,Nathalie,LOISEAU,1,2019-07-02,,1964-06-01,fr,,Renew,Liste Renaissance,,,9,6887,hqe
197493,Jaak,MADISON,1,2019-07-02,,1991-04-22,ee,,ID,Eesti Konservatiivne Rahvaerakond,,,9,6886,7qj
197492,Bartosz,ARŁUKOWICZ,1,2019-07-02,2023-10-18,1971-12-30,pl,,EPP,Platforma Obywatelska,,,9,6885,
197491,Marina,KALJURAND,1,2019-07-02,,1962-09-06,ee,,S&D,Sotsiaaldemokraatlik Erakond,,,9,6884,rpb
197490,Magdalena,ADAMOWICZ,1,2019-07-02,,1973-04-10,pl,,EPP,Independent,,,9,6883,6h5
197489,Bernhard,ZIMNIOK,1,2019-07-02,,1953-06-21,de,,ID,Alternative für Deutschland,,,9,6882,
197488,Guido,REIL,1,2019-07-02,,1970-01-19,de,,ID,Alternative für Deutschland,,,9,6881,
197483,Sylvia,LIMMER,1,2019-07-02,,1966-02-08,de,,ID,Alternative für Deutschland,,,9,6880,
197482,Joachim,KUHS,1,2019-07-02,,1956-06-25,de,,ID,Alternative für Deutschland,,,9,6879,
197481,Maximilian,KRAH,1,2019-07-02,,1977-01-28,de,,ID,Alternative für Deutschland,,,9,6878,fpy
197480,Nicolaus,FEST,1,2019-07-02,,1962-07-01,de,,ID,Alternative für Deutschland,,,9,6877,
197478,Lars Patrick,BERG,1,2019-07-02,,1966-01-22,de,,ECR,Bündnis Deutschland,,,9,6875,z4xf
197475,Christine,ANDERSON,1,2019-07-02,,1968-07-29,de,,ID,Alternative für Deutschland,,,9,6872,shd
197473,Christian,DOLESCHAL,1,2019-07-02,,1988-04-27,de,,EPP,Christlich-Soziale Union in Bayern e.V.,,,9,6870,
197472,Filip,DE MAN,1,2019-07-02,,1955-11-11,be,,ID,Vlaams Belang,,,9,6869,mkx
197471,Petra,DE SUTTER,1,2019-07-02,2020-09-30,1963-06-10,be,,Greens/EFA,Groen,,,9,6868,
197470,Saskia,BRICMONT,1,2019-07-02,,1985-03-16,be,,Greens/EFA,Ecologistes Confédérés pour l'Organisation de Luttes Originales,,,9,6867,uju
197469,Assita,KANKO,1,2019-07-02,,1980-07-14,be,,ECR,Nieuw-Vlaamse Alliantie,,,9,6866,mpd
197468,Özlem,DEMIREL,1,2019-07-02,,1984-03-10,de,,GUE/NGL,DIE LINKE.,,,9,6865,51t0
197467,Geert,BOURGEOIS,1,2019-07-02,,1951-07-06,be,,ECR,Nieuw-Vlaamse Alliantie,,,9,6864,4jp
197466,Jutta,PAULUS,1,2019-07-02,,1967-05-09,de,,Greens/EFA,Bündnis 90/Die Grünen,,,9,6863,45-66
197465,Niklas,NIENASS,1,2019-07-02,,1992-04-14,de,,Greens/EFA,Bündnis 90/Die Grünen,,,9,6862,u56c
197464,Hannah,NEUMANN,1,2019-07-02,,1984-04-03,de,,Greens/EFA,Bündnis 90/Die Grünen,,,9,6861,d562
197463,Olivier,CHASTEL,1,2019-07-02,,1964-11-22,be,,Renew,Mouvement Réformateur,,,9,6860,qkd
197462,Erik,MARQUARDT,1,2019-07-02,,1987-10-20,de,,Greens/EFA,Bündnis 90/Die Grünen,,,9,6859,65-65
197461,Katrin,LANGENSIEPEN,1,2019-07-02,,1979-10-10,de,,Greens/EFA,Bündnis 90/Die Grünen,,,9,6858,85-64
197460,Sergey,LAGODINSKY,1,2019-07-02,,1975-12-01,de,,Greens/EFA,Bündnis 90/Die Grünen,,,9,6857,k55z
197459,Pierrette,HERZBERGER-FOFANA,1,2019-07-02,,1949-03-20,de,,Greens/EFA,Bündnis 90/Die Grünen,,,9,6856,
197458,Benoît,LUTGEN,1,2019-07-02,,1970-03-10,be,,EPP,Les Engagés,,,9,6855,
197457,Henrike,HAHN,1,2019-07-02,,1970-09-04,de,,Greens/EFA,Bündnis 90/Die Grünen,,,9,6854,
197455,Cindy,FRANSSEN,1,2019-07-02,,1976-01-30,be,,EPP,Christen-Democratisch & Vlaams,,,9,6852,
197453,Anna,DEPARNAY-GRUNENBERG,1,2019-07-02,,1976-06-05,de,,Greens/EFA,Bündnis 90/Die Grünen,,,9,6850,n56f
197452,Klemen,GROŠELJ,1,2019-07-02,,1976-03-08,si,,Renew,Gibanje Svoboda,,,9,6849,un9
197451,Viola,VON CRAMON-TAUBADEL,1,2019-07-02,,1970-03-23,de,,Greens/EFA,Bündnis 90/Die Grünen,,,9,6848,s56d
197449,Michael,BLOSS,1,2019-07-02,,1986-11-06,de,,Greens/EFA,Bündnis 90/Die Grünen,,,9,6846,f561
